0.000198, 0.019840, 20
0.000992, 0.039680, 20
0.002778, 0.089280, 20
0.005952, 0.158721, 20
0.010714, 0.238081, 20
0.017062, 0.317441, 20
0.024998, 0.396801, 20
0.034522, 0.476162, 20
0.045632, 0.555522, 20
0.058330, 0.634882, 20
0.072615, 0.714242, 20
0.088487, 0.793603, 20
0.105946, 0.872963, 20
0.124992, 0.952323, 20
0.145626, 1.031683, 20
0.167847, 1.111044, 20
0.191655, 1.190404, 20
0.217050, 1.269764, 20
0.244033, 1.349124, 20
0.272602, 1.428485, 20
0.302759, 1.507845, 20
0.334503, 1.587205, 20
0.367835, 1.666565, 20
0.402753, 1.745926, 20
0.439259, 1.825286, 20
0.477352, 1.904646, 20
0.517032, 1.984007, 20
0.558299, 2.063367, 20
0.601154, 2.142727, 20
0.645596, 2.222087, 20
0.691625, 2.301448, 20
0.739241, 2.380808, 20
0.788444, 2.460168, 20
0.839235, 2.539528, 20
0.891414, 2.608969, 20
0.944586, 2.658569, 20
0.998352, 2.688329, 20
1.052131, 2.688938, 20
1.105339, 2.660397, 20
1.157579, 2.612016, 20
1.208455, 2.543795, 20
1.257756, 2.465044, 20
1.305470, 2.385684, 20
1.351596, 2.306324, 20
1.396135, 2.226964, 20
1.439087, 2.147603, 20
1.480452, 2.068243, 20
1.520230, 1.988883, 20
1.558420, 1.909522, 20
1.595024, 1.830162, 20
1.630040, 1.750802, 20
1.663468, 1.671442, 20
1.695310, 1.592081, 20
1.725565, 1.512721, 20
1.754232, 1.433361, 20
1.781312, 1.354001, 20
1.806805, 1.274640, 20
1.830710, 1.195280, 20
1.853029, 1.115920, 20
1.873760, 1.036560, 20
1.892904, 0.957199, 20
1.910461, 0.877839, 20
1.926430, 0.798479, 20
1.940812, 0.719119, 20
1.953608, 0.639758, 20
1.964816, 0.560398, 20
1.974436, 0.481038, 20
1.982470, 0.401678, 20
1.988916, 0.322317, 20
1.993775, 0.242957, 20
1.997047, 0.163597, 20
1.998918, 0.093547, 20
1.999773, 0.042728, 20
2.000008, 0.011749, 20
2.000020, 0.000610, 20
2.000020, 0.000000, 20
