0.000198, 0.019841, 20
0.000818, 0.030991, 20
0.002212, 0.069711, 20
0.004535, 0.116127, 20
0.007784, 0.162454, 20
0.011957, 0.208655, 20
0.017051, 0.254695, 20
0.023062, 0.300534, 20
0.029984, 0.346134, 20
0.037813, 0.391453, 20
0.046542, 0.436450, 20
0.056164, 0.481079, 20
0.066670, 0.525293, 20
0.078051, 0.569042, 20
0.090296, 0.612275, 20
0.103395, 0.654934, 20
0.117334, 0.696959, 20
0.132100, 0.738285, 20
0.147677, 0.778845, 20
0.164048, 0.818563, 20
0.181195, 0.857358, 20
0.199098, 0.895145, 20
0.217735, 0.931829, 20
0.237081, 0.967308, 20
0.257110, 1.001473, 20
0.277794, 1.034203, 20
0.299102, 1.065371, 20
0.320998, 1.094836, 20
0.343447, 1.122447, 20
0.366408, 1.148041, 20
0.389837, 1.171443, 20
0.413686, 1.192465, 20
0.437904, 1.210907, 20
0.462436, 1.226558, 20
0.487220, 1.239198, 20
0.512192, 1.248596, 20
0.537282, 1.254522, 20
0.562417, 1.256745, 20
0.587518, 1.255047, 20
0.612502, 1.249227, 20
0.637285, 1.239126, 20
0.661778, 1.224636, 20
0.685892, 1.205730, 20
0.709542, 1.182494, 20
0.732645, 1.155157, 20
0.755128, 1.124140, 20
0.776930, 1.090100, 20
0.798009, 1.053973, 20
0.818350, 1.017020, 20
0.837967, 0.980855, 20
0.856916, 0.947448, 20
0.875298, 0.919100, 20
0.893265, 0.898365, 20
0.911024, 0.887929, 20
0.928833, 0.890436, 20
0.946998, 0.908276, 20
0.965866, 0.943374, 20
0.985805, 0.996986, 20
1.007197, 1.069573, 20
1.030412, 1.160744, 20
1.055798, 1.269309, 20
1.083666, 1.393408, 20
1.114280, 1.530705, 20
1.147852, 1.678606, 20
1.184542, 1.834470, 20
1.224457, 1.995782, 20
1.267663, 2.160282, 20
1.314184, 2.326038, 20
1.364013, 2.491478, 20
1.417121, 2.655386, 20
1.473458, 2.816877, 20
1.532965, 2.975352, 20
1.595575, 3.130456, 20
1.661215, 3.282032, 20
1.729817, 3.430083, 20
1.801311, 3.574731, 20
1.875635, 3.716193, 20
1.952730, 3.854756, 20
2.032546, 3.990763, 20
2.115038, 4.124595, 20
2.200171, 4.256671, 20
2.287920, 4.387435, 20
2.378267, 4.517363, 20
2.471206, 4.646960, 20
2.566549, 4.767157, 20
2.663914, 4.868211, 20
2.762906, 4.949613, 20
